Date,x,y,dx,dy
2017-01-01,0.7158,0.1973,-0.0039000000000000146,0.00839999999999999
2017-02-01,0.7198,0.1945,0.0040000000000000036,-0.002799999999999997
2017-03-01,0.7161,0.195,-0.0037000000000000366,0.0005000000000000004
2017-04-01,0.7184,0.1987,0.0023000000000000798,0.003699999999999981
2017-05-01,0.7268000000000001,0.1932,0.008400000000000074,-0.005499999999999977
2017-06-01,0.7289,0.1935,0.0020999999999998797,0.0002999999999999947
2017-07-01,0.7339,0.1878,0.0050000000000000044,-0.005700000000000011
2017-08-01,0.7273999999999999,0.2032,-0.006500000000000061,0.015399999999999997
2017-09-01,0.7352,0.1937,0.007800000000000029,-0.00949999999999998
2017-10-01,0.7304999999999999,0.1999,-0.0047000000000000375,0.006199999999999983
2017-11-01,0.7311,0.2034,0.0006000000000000449,0.003500000000000003
2017-12-01,0.7354,0.1991,0.0043000000000000815,-0.004299999999999998
2018-01-01,0.7439,0.1964,0.008499999999999952,-0.002700000000000008
2018-02-01,0.7478,0.2014999999999999,0.0039000000000000146,0.00509999999999991
2018-03-01,0.7424,0.2082999999999999,-0.005400000000000071,0.0068000000000000005
2018-04-01,0.7565999999999999,0.1923,0.01419999999999999,-0.015999999999999903
2018-05-01,0.7653,0.1896999999999999,0.008700000000000041,-0.0026000000000001022
2018-06-01,0.7698999999999999,0.1891,0.0045999999999999375,-0.0005999999999999062
2018-07-01,0.7731999999999999,0.1939999999999999,0.0032999999999999696,0.004899999999999904
2018-08-01,0.7681999999999999,0.2045,-0.0050000000000000044,0.010500000000000093
2018-09-01,0.7661,0.2066,-0.0020999999999998797,0.0021000000000000185
2018-10-01,0.7469,0.2234,-0.019199999999999995,0.01679999999999998
2018-11-01,0.7234999999999999,0.2444,-0.023400000000000087,0.02100000000000002
2018-12-01,0.7515999999999999,0.2198,0.028100000000000014,-0.02460000000000001
2019-01-01,0.7445,0.2285,-0.007099999999999884,0.008700000000000013
2019-02-01,0.7415,0.2328,-0.0030000000000000027,0.004299999999999998
2019-03-01,0.7533,0.2239999999999999,0.011799999999999922,-0.008800000000000113
2019-04-01,0.7522,0.2276,-0.0010999999999999899,0.003600000000000103
2019-05-01,0.7534000000000001,0.2266,0.0012000000000000899,-0.0010000000000000009
2019-06-01,0.7603,0.2203999999999999,0.006899999999999906,-0.006200000000000094
2019-07-01,0.7608,0.2201,0.000500000000000056,-0.00029999999999991145
2019-08-01,0.7623000000000001,0.2217,0.0015000000000000568,0.001600000000000018
2019-09-01,0.7624,0.2248,9.999999999987796e-05,0.0030999999999999917
2019-10-01,0.7667,0.2208999999999999,0.0043000000000000815,-0.003900000000000098
2019-11-01,0.7582,0.2289999999999999,-0.008500000000000063,0.008099999999999996
2019-12-01,0.7413,0.2478999999999999,-0.016900000000000026,0.0189
2020-01-01,0.743,0.2476,0.0017000000000000348,-0.00029999999999991145
2020-02-01,0.733,0.2589,-0.010000000000000009,0.011300000000000032
2020-03-01,0.7226,0.2703,-0.010399999999999965,0.011399999999999966
2020-04-01,0.7068000000000001,0.2879,-0.015799999999999925,0.017600000000000005
2020-05-01,0.726,0.2672,0.019199999999999884,-0.020699999999999996
2020-06-01,0.7414000000000001,0.2526,0.01540000000000008,-0.014600000000000002
2020-07-01,0.746,0.2482,0.0045999999999999375,-0.004399999999999987
2020-08-01,0.7425,0.2515,-0.0034999999999999476,0.0032999999999999974
2020-09-01,0.7444,0.2498,0.0018999999999999018,-0.001700000000000007
2020-10-01,0.7292000000000001,0.2653,-0.01519999999999988,0.015499999999999986
2020-11-01,0.7118000000000001,0.2819,-0.01739999999999997,0.016600000000000004
2020-12-01,0.7248,0.2691,0.0129999999999999,-0.012799999999999978
2021-01-01,0.7193,0.2747,-0.005499999999999949,0.005599999999999994
2021-02-01,0.7190000000000001,0.2733,-0.00029999999999996696,-0.0014000000000000123
2021-03-01,0.7182999999999999,0.2741,-0.000700000000000145,0.0008000000000000229
2021-04-01,0.7219,0.27,0.0036000000000000476,-0.0040999999999999925
2021-05-01,0.7272,0.2646,0.005299999999999971,-0.005400000000000016
2021-06-01,0.7283,0.2635,0.0010999999999999899,-0.0010999999999999899
2021-07-01,0.7221,0.2692,-0.006199999999999983,0.005699999999999983
2021-08-01,0.7273999999999999,0.2642,0.005299999999999971,-0.0050000000000000044
2021-09-01,0.7243999999999999,0.2675,-0.0030000000000000027,0.003300000000000025
2021-10-01,0.7109000000000001,0.2821,-0.013499999999999845,0.014600000000000002
2021-11-01,0.7073999999999999,0.2854,-0.0035000000000001696,0.0032999999999999696
2021-12-01,0.7001000000000001,0.2924,-0.007299999999999862,0.007000000000000006
2022-01-01,0.6973999999999999,0.2949,-0.0027000000000001467,0.0025000000000000022
2022-02-01,0.7094,0.2829,0.012000000000000122,-0.01200000000000001
2022-03-01,0.7170000000000001,0.2757,0.007600000000000051,-0.007199999999999984
2022-04-01,0.7159,0.2768,-0.001100000000000101,0.0010999999999999899
2022-05-01,0.7145,0.2783,-0.0013999999999999568,0.0015000000000000013
2022-06-01,0.7212000000000001,0.2722,0.006700000000000039,-0.006099999999999994
2022-07-01,0.7184999999999999,0.275,-0.0027000000000001467,0.0028000000000000247
2022-08-01,0.7152,0.2783,-0.0032999999999999696,0.0032999999999999696
2022-09-01,0.7155,0.278,0.000300000000000078,-0.00029999999999996696
2022-10-01,0.7098,0.2841,-0.005700000000000038,0.006099999999999994
2022-11-01,0.7195999999999999,0.2748,0.00979999999999992,-0.00930000000000003
2022-12-01,0.7237,0.2698,0.0041000000000001036,-0.0050000000000000044
2023-01-01,0.7177,0.276,-0.006000000000000005,0.006200000000000039
2023-02-01,0.7227,0.271,0.0050000000000000044,-0.0050000000000000044
2023-03-01,0.7088,0.2842,-0.013900000000000023,0.01319999999999999
2023-04-01,0.6861,0.3061,-0.022699999999999942,0.021899999999999975
2023-05-01,0.6772,0.3144,-0.008900000000000019,0.00830000000000003
2023-06-01,0.7079000000000001,0.2844,0.03070000000000006,-0.030000000000000027
2023-07-01,0.7087,0.2839,0.0007999999999999119,-0.0005000000000000004
2023-08-01,0.7076,0.2853,-0.0010999999999999899,0.0014000000000000123
2023-09-01,0.6973999999999999,0.2958,-0.010200000000000098,0.01050000000000001
2023-10-01,0.6966,0.2965,-0.0007999999999999119,0.0006999999999999784
2023-11-01,0.7019,0.2912,0.005299999999999971,-0.005299999999999971
2023-12-01,0.7048000000000001,0.288,0.0029000000000001247,-0.003200000000000036
2024-01-01,0.6998000000000001,0.2927,-0.0050000000000000044,0.0047000000000000375
2024-02-01,0.7143,0.2784,0.014499999999999957,-0.014300000000000035
2024-03-01,0.7078,0.2846,-0.006500000000000061,0.006200000000000039
2024-04-01,0.7131000000000001,0.2794999999999999,0.005300000000000082,-0.0051000000000001044
2024-05-01,0.715,0.2773,0.0018999999999999018,-0.0021999999999999242
2024-06-01,0.7217,0.2716,0.006700000000000039,-0.005699999999999983
2024-07-01,0.7162000000000001,0.2775,-0.005499999999999949,0.005900000000000016
2024-08-01,0.7170000000000001,0.2771,0.0008000000000000229,-0.00040000000000001146
2024-09-01,0.7184,0.2761,0.0013999999999999568,-0.0010000000000000009
2024-10-01,0.7112,0.2838,-0.007199999999999984,0.007699999999999985
2024-11-01,0.7184999999999999,0.2769,0.007299999999999862,-0.006900000000000017
2024-12-01,0.7349,0.2603999999999999,0.01640000000000008,-0.01650000000000007
2025-01-01,0.7221,0.2732,-0.012800000000000034,0.012800000000000089
2025-02-01,0.7175,0.2778,-0.0045999999999999375,0.004599999999999993
2025-03-01,0.7195,0.2763,0.0020000000000000018,-0.0015000000000000013
2025-04-01,0.7223,0.2739,0.0028000000000000247,-0.0024000000000000132
2025-05-01,0.7272,0.2692,0.004899999999999904,-0.004699999999999982
2025-06-01,0.7418,0.2547,0.014600000000000057,-0.014500000000000013
2025-07-01,0.7203,0.2759,-0.021499999999999964,0.021199999999999997
2025-08-01,0.7393000000000001,0.2568,0.019000000000000017,-0.019100000000000006
2025-09-01,0.7517,0.2445,0.012399999999999967,-0.012299999999999978
2025-10-01,0.7259,0.27,-0.025800000000000045,0.025500000000000023
2025-11-01,0.7190000000000001,0.2767,-0.006899999999999906,0.006699999999999984
2025-12-01,0.7171,0.2791,-0.0019000000000001238,0.0024000000000000132
